00.000,06.018,15.004,23.131,30.481,37.129,43.140
00.000,-00.77,12.637,21.443,28.874,35.522,41.534
00.000,-00.72,01.238,19.335,27.423,34.077,40.089
00.000,-00.40,01.647,09.891,25.987,32.682,38.694
00.000,-00.41,-00.72,08.828,24.737,31.441,37.453
00.000,-00.38,-00.72,-00.05,23.310,30.065,36.078
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-01.48,03.306,18.270,26.357,33.012,39.023
00.000,-00.73,02.896,12.561,26.024,32.715,38.727
00.000,-00.33,02.293,09.897,24.601,31.581,37.593
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.38,-00.72,-01.04,22.014,28.855,34.869
00.000,01.528,08.874,16.485,24.670,31.858,38.073
00.000,01.154,05.298,15.634,24.829,31.638,37.673
00.000,00.285,03.242,13.309,22.820,30.419,36.433
00.000,00.269,02.917,10.596,21.803,30.360,36.373
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.38,-00.72,-01.04,15.262,27.659,33.675
00.000,00.361,07.778,15.349,23.483,30.682,36.901
00.000,01.528,05.532,15.517,24.561,31.451,37.511
00.000,01.498,04.990,14.262,23.123,30.228,36.290
00.000,00.272,03.230,11.285,20.805,28.160,34.218
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.95,-00.72,09.128,16.309,23.998,32.497
00.000,00.295,08.119,15.701,22.559,28.761,35.666
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,01.557,05.518,14.370,22.038,30.137,36.211
00.000,00.980,05.175,13.151,20.800,28.818,34.915
00.000,-02.52,03.590,10.985,18.519,26.504,32.641
00.000,-02.15,-00.29,10.096,17.373,25.239,31.659
00.000,00.819,09.273,16.856,23.713,29.915,36.134
00.000,-05.15,06.922,14.504,21.362,27.564,33.696
00.000,-04.11,05.479,13.388,20.424,28.764,34.861
00.000,01.234,07.770,14.308,20.763,28.729,34.952
00.000,-01.93,06.570,13.031,19.527,27.392,33.628
00.000,-01.11,01.556,11.814,18.319,26.045,32.356
