00.000,38.419,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,37.704,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,36.002,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,15.710,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,14.663,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,05.425,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,38.840,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,38.801,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,20.820,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,16.028,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,05.854,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,03.178,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,39.100,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,39.089,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,37.479,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,35.228,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,09.274,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,02.290,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,39.031,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,38.957,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,37.446,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,34.765,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,11.891,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,02.210,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,38.612,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
00.000,38.447,63.131,77.694,86.505,91.835,95.060,97.011,98.192,98.906,99.338,99.600,99.758,99.853,99.911,99.946,99.968,99.980,99.988,99.993
