00.000,20.786,41.405,56.658,67.940,76.285,82.458
00.000,18.142,39.797,55.051,66.333,74.678,80.851
00.000,07.865,38.337,53.606,64.888,73.233,79.406
00.000,02.061,36.807,52.211,63.493,71.839,78.012
00.000,01.803,35.569,50.970,62.252,70.597,76.770
00.000,00.342,34.197,49.595,60.877,69.222,75.395
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,04.321,37.272,52.541,63.823,72.168,78.341
00.000,04.253,36.853,52.244,63.526,71.871,78.044
00.000,01.630,34.596,51.110,62.392,70.737,76.910
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.52,32.991,48.386,59.668,68.014,74.187
00.000,03.835,25.927,42.765,62.352,71.302,77.502
00.000,04.285,25.656,50.306,62.421,70.827,77.003
00.000,03.564,23.796,49.862,61.228,69.579,75.752
00.000,03.061,24.070,49.880,61.171,69.517,75.690
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.61,31.801,47.193,58.475,66.820,72.993
00.000,02.670,25.750,41.611,61.236,70.131,76.332
00.000,09.746,26.870,42.616,62.131,70.673,76.855
00.000,08.781,25.734,42.405,60.115,69.428,75.634
00.000,02.412,23.782,41.177,58.911,67.363,73.540
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,-00.69,30.625,46.014,57.296,65.641,71.814
00.000,01.971,24.746,41.613,53.536,68.907,75.111
00.000,00.000,00.000,00.000,00.000,00.000,00.000
00.000,08.678,26.726,42.507,57.308,69.131,75.559
00.000,-00.38,25.519,41.451,53.478,66.040,74.268
00.000,-02.80,23.457,42.210,53.492,61.837,72.002
00.000,-01.62,28.813,44.560,55.842,64.187,70.799
00.000,02.661,26.741,42.767,54.690,69.288,75.772
00.000,-00.85,23.266,40.416,52.339,66.836,73.360
00.000,06.545,25.468,41.375,53.476,67.540,74.250
00.000,-01.18,25.734,42.428,54.133,65.193,74.343
00.000,-02.59,24.587,42.153,53.435,61.780,73.021
00.000,-02.47,27.352,43.275,54.557,62.903,70.018
