00.000,20.458,41.163,56.478,67.807
00.000,17.606,39.556,54.872,66.200
00.000,07.979,38.106,53.427,64.755
00.000,02.936,36.670,52.032,63.361
00.000,00.583,35.429,50.791,62.120
00.000,-00.30,34.055,49.416,60.744
00.000,00.000,00.000,00.000,00.000
00.000,01.878,37.041,52.361,63.690
00.000,06.081,36.707,52.065,63.393
00.000,-00.87,35.235,50.931,62.259
00.000,00.000,00.000,00.000,00.000
00.000,-00.80,32.846,48.207,59.536
00.000,07.147,29.869,51.208,62.838
00.000,02.958,29.435,50.988,62.350
00.000,03.488,33.553,49.769,61.101
00.000,-03.62,31.947,49.710,61.040
00.000,00.000,00.000,00.000,00.000
00.000,-00.96,31.653,47.013,58.342
00.000,-02.75,28.591,50.023,61.667
00.000,03.026,28.330,50.710,62.201
00.000,01.550,27.577,48.658,60.980
00.000,-06.24,25.516,47.450,58.888
00.000,00.000,00.000,00.000,00.000
00.000,-00.98,18.250,45.835,57.163
00.000,-03.54,27.361,48.763,60.445
00.000,00.000,00.000,00.000,00.000
00.000,02.480,25.419,48.590,60.905
00.000,00.543,21.812,47.267,59.612
00.000,01.085,19.453,44.870,57.345
00.000,00.400,19.260,42.591,56.147
00.000,-05.17,27.143,48.576,61.051
00.000,-06.78,24.731,46.049,58.631
00.000,-05.68,22.071,47.117,59.586
00.000,03.444,22.720,46.172,59.679
00.000,02.514,21.422,44.910,58.356
00.000,02.209,20.260,43.542,57.063
